City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Country
701,Singleton,-32.5667,151.1833,69.49,96,92,3.8,overcast clouds,AU
702,Les Cayes,18.2,-73.75,85.05,54,10,6.04,clear sky,HT
703,Jalu,29.0331,21.5482,55.24,53,0,7.38,clear sky,LY
704,Sayat,38.7839,63.8803,48.07,34,0,19.3,clear sky,TM
705,El Obraje,14.0,-86.4333,90.48,31,21,7.81,few clouds,HN
706,Gazli,40.1333,63.45,45.07,39,5,11.45,clear sky,UZ
707,Jiuquan,39.7432,98.5174,17.11,42,100,3.78,overcast clouds,CN
708,Mudgee,-32.5943,149.5871,59.05,72,74,10.36,broken clouds,AU
709,Soto La Marina,23.7667,-98.2167,46.78,35,100,11.61,overcast clouds,MX
710,Port-Cartier,50.0334,-66.8654,5.76,71,3,4.65,clear sky,CA
711,Atasu,48.6814,71.6433,7.03,71,3,9.37,clear sky,KZ
712,Stornoway,58.2093,-6.3865,37.36,77,40,8.01,scattered clouds,GB
713,Khanpur,28.6453,70.6567,60.82,26,0,6.62,clear sky,PK
714,Hamm,51.6803,7.8209,40.01,88,100,14.79,overcast clouds,DE
715,Kefamenanu,-9.4467,124.4781,70.83,91,100,2.35,overcast clouds,ID
716,Omboue,-1.5746,9.2618,78.4,81,78,4.83,broken clouds,GA
717,Blythe,33.6103,-114.5964,56.03,21,5,4.61,clear sky,US
718,Svetlogorsk,52.6333,29.7333,4.48,100,78,4.5,broken clouds,BY
719,Verkhnevilyuysk,63.4453,120.3167,-21.28,99,63,2.57,broken clouds,RU
720,Natal,-5.795,-35.2094,86.65,89,75,12.66,broken clouds,BR
721,Chernyshevskiy,63.0128,112.4714,-22.4,100,96,1.3,overcast clouds,RU
722,Aklavik,68.2191,-135.0107,-22.97,68,20,8.05,few clouds,CA
723,Dingle,10.9995,122.6711,73.72,91,100,11.97,overcast clouds,PH
